latitude	longitude	name	type	address
24.695463	121.09742	軟橋福德祠	新竹縣政府	新竹縣竹東鎮軟橋里二鄰50-1號
24.720552	121.70884	福關宮	宜蘭縣政府	宜蘭縣員山鄉蓁巷村思源路189巷14號
24.728527	120.95138	寶斗仁福德宮	新竹縣政府	新竹縣寶山鄉寶斗路寶斗村17巷8號
24.729607	120.91893	中隘村福德爺	新竹市政府	新竹市香山區中隘里中華路六段703巷23弄7號
24.730621	120.93675	境福宮	新竹市政府	新竹市香山區南隘里8鄰南隘路二段151巷27號
24.731588	121.08864	仙伯公福德宮	新竹縣政府	新竹縣竹東鎮大林路26巷21號
24.732027	121.095795	竹東鎮中山福德宮	新竹縣政府	新竹縣竹東鎮新生路212-1號
24.738232	121.09292	雞林仁愛福德宮	新竹縣政府	新竹縣竹東鎮大同路167巷9號
24.741674	120.90755	順天宮	新竹市政府	新竹市香山區內湖里中華路六段226巷48號
24.75037	121.07916	上員山福德宮	新竹縣政府	新竹縣竹東鎮上員山53-5號
24.77179	120.91541	香山福地	新竹市政府	新竹市香山區朝山里中華路五段420巷126號13號
24.775406	121.07715	芎林福德社	新竹縣政府	新竹縣芎林鄉芎林村15鄰99-1號
24.779188	120.9798	峰德宮	新竹市政府	新竹市東區高峰里15鄰高峰路386巷60弄2-1號
24.783213	120.91643	福寧宮	新竹市政府	新竹市香山區美山里1鄰中華路五段320巷48號
24.784658	121.07264	上山福德祠	新竹縣政府	新竹縣芎林鄉上山村6鄰文山路869巷5-1號
